,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
15427,McPherson County Sheriff's Office,County,MCPHERSON,West North Central,38.37359,-97.68325,0.0,KS0570000,Region II,Midwest,KS,Kansas
15428,Burrton Police Department,City,HARVEY,West North Central,38.050144,-97.436706,0.0,KS0400500,Region II,Midwest,KS,Kansas
15429,Independence Police Department,City,MONTGOMERY,West North Central,37.223526,-95.70527,1.0,KS0630200,Region II,Midwest,KS,Kansas
15430,Wallace County Sheriff's Office,County,WALLACE,West North Central,38.926626,-101.771103,0.0,KS1000000,Region II,Midwest,KS,Kansas
15431,Salina Police Department,City,SALINE,West North Central,38.836975,-97.61358,1.0,KS0850100,Region II,Midwest,KS,Kansas
15432,Emporia State University,University or College,LYON,West North Central,38.455498,-96.161589,1.0,KS0560200,Region II,Midwest,KS,Kansas
15433,Dickinson County Sheriff's Office,County,DICKINSON,West North Central,38.91526,-97.213745,1.0,KS0210000,Region II,Midwest,KS,Kansas
15434,Morris County Sheriff's Office,County,MORRIS,West North Central,38.56147,-96.84742,1.0,KS0640000,Region II,Midwest,KS,Kansas
15435,Bucklin Police Department,City,FORD,West North Central,37.688365,-99.884734,1.0,KS0290200,Region II,Midwest,KS,Kansas
15436,Hutchinson Police Department,City,RENO,West North Central,38.053444,-97.93571,1.0,KS0780100,Region II,Midwest,KS,Kansas
15437,Kansas City Kansas Community College,University or College,WYANDOTTE,West North Central,39.11669,-94.74597,1.0,KS1050700,Region II,Midwest,KS,Kansas
15438,Augusta Police Department,City,BUTLER,West North Central,37.696346,-96.97136,1.0,KS0080100,Region II,Midwest,KS,Kansas
15439,Eskridge Police Department,City,WABAUNSEE,West North Central,38.955154,-96.201262,0.0,KS0990200,Region II,Midwest,KS,Kansas
15440,Andale Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,1.0,KS0872000,Region II,Midwest,KS,Kansas
15441,Greeley County Sheriff's Office,County,GREELEY,West North Central,38.480404,-101.80597,0.0,KS0360000,Region II,Midwest,KS,Kansas
15442,Clay Center Police Department,City,CLAY,West North Central,39.344964,-97.168853,1.0,KS0140100,Region II,Midwest,KS,Kansas
15443,Garden City Community College,University or College,FINNEY,West North Central,37.96939,-100.847374,0.0,KS0280300,Region II,Midwest,KS,Kansas
15444,Goodland Police Department,City,SHERMAN,West North Central,39.347984,-101.71327,1.0,KS0910100,Region II,Midwest,KS,Kansas
15445,Republic County Sheriff's Office,County,REPUBLIC,West North Central,39.82891,-97.650921,1.0,KS0790000,Region II,Midwest,KS,Kansas
15446,Arcadia Police Department,City,CRAWFORD,West North Central,37.505628,-94.853941,0.0,KS0190800,Region II,Midwest,KS,Kansas
15447,McPherson Police Department,City,MCPHERSON,West North Central,38.37359,-97.68325,1.0,KS0570100,Region II,Midwest,KS,Kansas
15448,Highway Patrol:,State Police,,West North Central,,,0.0,KSKHP0600,Region II,Midwest,KS,Kansas
15449,Horton Police Department,City,BROWN,West North Central,39.825931,-95.569905,1.0,KS0070200,Region II,Midwest,KS,Kansas
15450,Osage County Sheriff's Office,County,OSAGE,West North Central,38.648409,-95.707596,1.0,KS0700000,Region II,Midwest,KS,Kansas
15451,Cawker City Police Department,City,MITCHELL,West North Central,39.393026,-98.207362,0.0,KS0620300,Region II,Midwest,KS,Kansas
15452,Sedgwick Police Department,City,SEDGWICK; HARVEY,West North Central,38.050144,-97.436706,0.0,KS0400400,Region II,Midwest,KS,Kansas
15453,Butler Community College,University or College,BUTLER,West North Central,37.773649,-96.83884,0.0,KS0081200,Region II,Midwest,KS,Kansas
15454,Highway Patrol:,State Police,,West North Central,,,0.0,KSKHPQ000,Region II,Midwest,KS,Kansas
15455,St. John Police Department,City,STAFFORD,West North Central,38.03563,-98.719889,1.0,KS0930200,Region II,Midwest,KS,Kansas
15456,Lake Quivira Police Department,City,WYANDOTTE; JOHNSON,West North Central,38.883907,-94.82233,1.0,KS0462400,Region II,Midwest,KS,Kansas
15457,Assaria Police Department,City,SALINE,West North Central,38.786327,-97.650153,1.0,KS0850200,Region II,Midwest,KS,Kansas
15458,Fairway Police Department,City,JOHNSON,West North Central,39.033836,-94.616585,1.0,KS0460100,Region II,Midwest,KS,Kansas
15459,Topeka Fire Department Arson Investigation,Other,SHAWNEE,West North Central,39.053974,-95.66599,1.0,KS0890900,Region II,Midwest,KS,Kansas
15460,Stanton County Sheriff's Office,County,STANTON,West North Central,37.565932,-101.789383,0.0,KS0940000,Region II,Midwest,KS,Kansas
15461,Reno County Sheriff's Office,County,RENO,West North Central,38.053444,-97.93571,1.0,KS0780000,Region II,Midwest,KS,Kansas
15462,Spearville Police Department,City,FORD,West North Central,37.688365,-99.884734,0.0,KS0290300,Region II,Midwest,KS,Kansas
15463,Maple Hill Police Department,City,WABAUNSEE,West North Central,38.955154,-96.201262,0.0,KS0990500,Region II,Midwest,KS,Kansas
15464,Scott County Sheriff's Office,County,SCOTT,West North Central,38.48251,-100.90089,1.0,KS0860000,Region II,Midwest,KS,Kansas
15465,Kechi Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0872100,Region II,Midwest,KS,Kansas
15466,Wakefield Police Department,City,CLAY,West North Central,39.22047,-97.017204,0.0,KS0140200,Region II,Midwest,KS,Kansas
15467,Oskaloosa Police Department,City,JEFFERSON,West North Central,39.239644,-95.375314,0.0,KS0440600,Region II,Midwest,KS,Kansas
15468,Pittsburg State University,University or College,CRAWFORD,West North Central,37.505628,-94.853941,1.0,KS0190700,Region II,Midwest,KS,Kansas
15469,Wathena Police Department,City,DONIPHAN,West North Central,39.759754,-94.94611,1.0,KS0220300,Region II,Midwest,KS,Kansas
15470,Basehor Police Department,City,LEAVENWORTH,West North Central,39.189511,-95.038977,1.0,KS0520500,Region II,Midwest,KS,Kansas
15471,Osage City Police Department,City,OSAGE,West North Central,38.648409,-95.707596,1.0,KS0700100,Region II,Midwest,KS,Kansas
15472,Gardner Police Department,City,JOHNSON,West North Central,38.883907,-94.82233,0.0,KS0461200,Region II,Midwest,KS,Kansas
15473,Geary County Sheriff's Office,County,GEARY,West North Central,39.002155,-96.768038,1.0,KS0310000,Region II,Midwest,KS,Kansas
15474,Hiawatha Police Department,City,BROWN,West North Central,39.852924,-95.53238,1.0,KS0070100,Region II,Midwest,KS,Kansas
15475,Cloud County Sheriff's Office,County,CLOUD,West North Central,39.568485,-97.6594,1.0,KS0150000,Region II,Midwest,KS,Kansas
15476,Yates Center Police Department,City,WOODSON,West North Central,37.881382,-95.73223,1.0,KS1040100,Region II,Midwest,KS,Kansas
15477,Mound City Police Department,City,LINN,West North Central,38.216549,-94.844932,0.0,KS0540100,Region II,Midwest,KS,Kansas
15478,Havensville Police Department,City,POTTAWATOMIE,West North Central,39.382187,-96.337113,1.0,KS0750600,Region II,Midwest,KS,Kansas
15479,Lawrence Police Department,City,DOUGLAS,West North Central,38.963764,-95.23475,0.0,KS0230100,Region II,Midwest,KS,Kansas
15480,Clearwater Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,1.0,KS0871000,Region II,Midwest,KS,Kansas
15481,Montgomery County Sheriff's Office,County,MONTGOMERY,West North Central,37.223263,-95.703804,1.0,KS0630000,Region II,Midwest,KS,Kansas
15482,Macksville Police Department,City,STAFFORD,West North Central,38.03563,-98.719889,0.0,KS0930300,Region II,Midwest,KS,Kansas
15483,Johnson County Sheriff's Office,County,JOHNSON,West North Central,38.882427,-94.819466,1.0,KS0460000,Region II,Midwest,KS,Kansas
15484,Norton Police Department,City,NORTON,West North Central,39.783867,-99.899235,1.0,KS0690100,Region II,Midwest,KS,Kansas
15485,Harper County Sheriff's Office,County,HARPER,West North Central,37.153286,-98.029884,1.0,KS0390000,Region II,Midwest,KS,Kansas
15486,Atwood Police Department,City,RAWLINS,West North Central,39.80761,-101.04342,1.0,KS0770100,Region II,Midwest,KS,Kansas
15487,Scott City Police Department,City,SCOTT,West North Central,38.48251,-100.90089,1.0,KS0860100,Region II,Midwest,KS,Kansas
15488,Louisburg Police Department,City,MIAMI,West North Central,38.620853,-94.68021,1.0,KS0610300,Region II,Midwest,KS,Kansas
15489,Bronson Police Department,City,BOURBON,West North Central,37.8561,-94.850928,1.0,KS0060200,Region II,Midwest,KS,Kansas
15490,Unified School District: Bluestem,Other,BUTLER,West North Central,37.773649,-96.83884,0.0,KS0081000,Region II,Midwest,KS,Kansas
15491,Winchester Police Department,City,JEFFERSON,West North Central,39.239644,-95.375314,0.0,KS0440700,Region II,Midwest,KS,Kansas
15492,Burlingame Police Department,City,OSAGE,West North Central,38.753666,-95.83243,0.0,KS0700200,Region II,Midwest,KS,Kansas
15493,Highland Police Department,City,DONIPHAN,West North Central,39.788502,-95.147225,1.0,KS0220400,Region II,Midwest,KS,Kansas
15494,Westwood Police Department,City,JOHNSON,West North Central,39.044037,-94.61192,1.0,KS0461100,Region II,Midwest,KS,Kansas
15495,Brown County Sheriff's Office,County,BROWN,West North Central,39.851852,-95.53753,1.0,KS0070000,Region II,Midwest,KS,Kansas
15496,Claflin Police Department,City,BARTON,West North Central,38.481239,-98.767837,0.0,KS0050400,Region II,Midwest,KS,Kansas
15497,Unified School District: Shawnee Heights,Other,SHAWNEE,West North Central,38.987278,-95.55669,1.0,KS0891900,Region II,Midwest,KS,Kansas
15498,Beloit Police Department,City,MITCHELL,West North Central,39.45889,-98.10771,1.0,KS0620100,Region II,Midwest,KS,Kansas
15499,Edwards County Sheriff's Office,County,EDWARDS,West North Central,37.883595,-99.304746,1.0,KS0240000,Region II,Midwest,KS,Kansas
15500,Concordia Police Department,City,CLOUD,West North Central,39.487329,-97.64139,1.0,KS0150100,Region II,Midwest,KS,Kansas
15501,Kansas Highway Patrol,State Police,,West North Central,39.05037,-95.67426,1.0,KSKHP0000,Region II,Midwest,KS,Kansas
15502,Linn County Sheriff's Office,County,LINN,West North Central,38.216549,-94.844932,1.0,KS0540000,Region II,Midwest,KS,Kansas
15503,University of Kansas: Main Campus,University or College,DOUGLAS,West North Central,38.896573,-95.290529,1.0,KS0230200,Region II,Midwest,KS,Kansas
15504,Onaga Police Department,City,POTTAWATOMIE,West North Central,39.382187,-96.337113,0.0,KS0750500,Region II,Midwest,KS,Kansas
15505,Osborne County Sheriff's Office,County,OSBORNE,West North Central,39.348649,-98.767876,1.0,KS0710000,Region II,Midwest,KS,Kansas
15506,Stafford County Sheriff's Office,County,STAFFORD,West North Central,38.03563,-98.719889,0.0,KS0930000,Region II,Midwest,KS,Kansas
15507,Goddard Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,1.0,KS0871100,Region II,Midwest,KS,Kansas
15508,Oakley Police Department,City,THOMAS; LOGAN,West North Central,39.12648,-100.852615,1.0,KS0550100,Region II,Midwest,KS,Kansas
15509,Salina Drug Unit,Other,SALINE,West North Central,38.786327,-97.650153,1.0,KS0850400,Region II,Midwest,KS,Kansas
15510,Kansas Department of Wildlife and Parks,Other State Agency,PRATT,West North Central,37.643555,-98.694336,1.0,KS0760200,Region II,Midwest,KS,Kansas
15511,Coffey County Sheriff's Office,County,COFFEY,West North Central,38.23645,-95.729137,1.0,KS0160000,Region II,Midwest,KS,Kansas
15512,Kansas Racing and Gaming Commisison Boot Hill Casino Enforcement Security Division,Other State Agency,FORD,West North Central,37.688365,-99.884734,1.0,KS0290500,Region II,Midwest,KS,Kansas
15513,Auburn Police Department,City,SHAWNEE,West North Central,39.041805,-95.755664,1.0,KS0890700,Region II,Midwest,KS,Kansas
15514,Rawlins County Sheriff's Office,County,RAWLINS,West North Central,39.80763,-101.03953,1.0,KS0770000,Region II,Midwest,KS,Kansas
15515,Chapman Police Department,City,DICKINSON,West North Central,38.867735,-97.157943,0.0,KS0210300,Region II,Midwest,KS,Kansas
15516,Sedgwick County Sheriff's Office,County,SEDGWICK,West North Central,37.69478,-97.33957,1.0,KS0870000,Region II,Midwest,KS,Kansas
15517,Osawatomie Police Department,City,MIAMI,West North Central,38.566772,-94.832963,1.0,KS0610200,Region II,Midwest,KS,Kansas
15518,Allen County Sheriff's Office,County,ALLEN,West North Central,37.884228,-95.300945,1.0,KS0010000,Region II,Midwest,KS,Kansas
15519,Cherokee Police Department,City,CRAWFORD,West North Central,37.34441,-94.8208,0.0,KS0190500,Region II,Midwest,KS,Kansas
15520,Carbondale Police Department,City,OSAGE,West North Central,38.648409,-95.707596,0.0,KS0700300,Region II,Midwest,KS,Kansas
15521,Elwood Police Department,City,DONIPHAN,West North Central,39.788502,-95.147225,1.0,KS0220100,Region II,Midwest,KS,Kansas
15522,Lenexa Police Department,City,JOHNSON,West North Central,38.971035,-94.73084,1.0,KS0461000,Region II,Midwest,KS,Kansas
15523,Unified School District: Maize,Other,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0872300,Region II,Midwest,KS,Kansas
15524,Highway Patrol:,State Police,,West North Central,,,0.0,KSKHP0100,Region II,Midwest,KS,Kansas
15525,Washburn University,University or College,SHAWNEE,West North Central,39.035294,-95.70039,1.0,KS0891800,Region II,Midwest,KS,Kansas
15526,Mitchell County Sheriff's Office,County,MITCHELL,West North Central,39.393026,-98.207362,1.0,KS0620000,Region II,Midwest,KS,Kansas
15527,Hoisington Police Department,City,BARTON,West North Central,38.481239,-98.767837,0.0,KS0050300,Region II,Midwest,KS,Kansas
15528,Newton Police Department,City,HARVEY,West North Central,38.051147,-97.34464,1.0,KS0400100,Region II,Midwest,KS,Kansas
15529,La Cygne Police Department,City,LINN,West North Central,38.216549,-94.844932,0.0,KS0540300,Region II,Midwest,KS,Kansas
15530,Perry Police Department,City,JEFFERSON,West North Central,39.239644,-95.375314,0.0,KS0440800,Region II,Midwest,KS,Kansas
15531,Fort Scott Police Department,City,BOURBON,West North Central,37.823025,-94.7073,1.0,KS0060100,Region II,Midwest,KS,Kansas
15532,St. George Police Department,City,POTTAWATOMIE,West North Central,39.382187,-96.337113,1.0,KS0750400,Region II,Midwest,KS,Kansas
15533,Osborne Police Department,City,OSBORNE,West North Central,39.348649,-98.767876,1.0,KS0710100,Region II,Midwest,KS,Kansas
15534,Stafford Police Department,City,STAFFORD,West North Central,38.03563,-98.719889,1.0,KS0930100,Region II,Midwest,KS,Kansas
15535,Hamilton County Sheriff's Office,County,HAMILTON,West North Central,37.995244,-101.793689,1.0,KS0380000,Region II,Midwest,KS,Kansas
15536,Logan County Sheriff's Office,County,LOGAN,West North Central,39.126472,-100.860344,1.0,KS0550000,Region II,Midwest,KS,Kansas
15537,Burlington Police Department,City,COFFEY,West North Central,38.189747,-95.73726,1.0,KS0160100,Region II,Midwest,KS,Kansas
15538,Ottawa County Sheriff's Office,County,OTTAWA,West North Central,39.137963,-97.654802,1.0,KS0720000,Region II,Midwest,KS,Kansas
15539,Pratt Police Department,City,PRATT,West North Central,37.647594,-98.74012,1.0,KS0760100,Region II,Midwest,KS,Kansas
15540,Metropolitan Topeka Airport Authority,Other,SHAWNEE,West North Central,39.041805,-95.755664,0.0,KS0890600,Region II,Midwest,KS,Kansas
15541,Humboldt Police Department,City,ALLEN,West North Central,37.8112,-95.43778,0.0,KS0010100,Region II,Midwest,KS,Kansas
15542,Paola Police Department,City,MIAMI,West North Central,38.566772,-94.832963,1.0,KS0610100,Region II,Midwest,KS,Kansas
15543,Frontenac Police Department,City,CRAWFORD,West North Central,37.505628,-94.853941,1.0,KS0190400,Region II,Midwest,KS,Kansas
15544,Troy Police Department,City,DONIPHAN,West North Central,39.788502,-95.147225,0.0,KS0220200,Region II,Midwest,KS,Kansas
15545,Lyndon Police Department,City,OSAGE,West North Central,38.648409,-95.707596,0.0,KS0700400,Region II,Midwest,KS,Kansas
15546,Great Bend Police Department,City,BARTON,West North Central,38.36352,-98.76655,1.0,KS0050200,Region II,Midwest,KS,Kansas
15547,Unified School District: Seaman,Other,SHAWNEE,West North Central,39.13396,-95.67311,0.0,KS0891700,Region II,Midwest,KS,Kansas
15548,Unified School District: Goddard,Other,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0872400,Region II,Midwest,KS,Kansas
15549,Derby Police Department,City,SEDGWICK,West North Central,37.545734,-97.27021,1.0,KS0870100,Region II,Midwest,KS,Kansas
15550,Highway Patrol:,State Police,,West North Central,,,0.0,KSKHP0200,Region II,Midwest,KS,Kansas
15551,Pleasanton Police Department,City,LINN,West North Central,38.216549,-94.844932,0.0,KS0540200,Region II,Midwest,KS,Kansas
15552,Harvey County Sheriff's Office,County,HARVEY,West North Central,38.051147,-97.34464,1.0,KS0400000,Region II,Midwest,KS,Kansas
15553,Dexter Police Department,City,COWLEY,West North Central,37.234507,-96.837247,0.0,KS0180600,Region II,Midwest,KS,Kansas
15554,Douglas County Sheriff's Office,County,DOUGLAS,West North Central,38.963764,-95.23475,0.0,KS0230000,Region II,Midwest,KS,Kansas
15555,Bourbon County Sheriff's Office,County,BOURBON,West North Central,37.8561,-94.850928,1.0,KS0060000,Region II,Midwest,KS,Kansas
15556,Ness County Sheriff's Office,County,NESS,West North Central,38.45391,-99.907166,1.0,KS0680000,Region II,Midwest,KS,Kansas
15557,Lyons Police Department,City,RICE,West North Central,38.347717,-98.20034,0.0,KS0800100,Region II,Midwest,KS,Kansas
15558,Pratt County Sheriff's Office,County,PRATT,West North Central,37.643806,-98.736855,1.0,KS0760000,Region II,Midwest,KS,Kansas
15559,Elk County Sheriff's Office,County,ELK,West North Central,37.456026,-96.244642,0.0,KS0250000,Region II,Midwest,KS,Kansas
15560,Kansas Racing and Gaming Commission Law Enforcement,Other State Agency,SUMNER,West North Central,,,1.0,KS0961100,Region II,Midwest,KS,Kansas
15561,Olathe Police Department,City,JOHNSON,West North Central,38.86768,-94.82552,0.0,KS0460500,Region II,Midwest,KS,Kansas
15562,Harper Police Department,City,HARPER,West North Central,37.188184,-98.06659,0.0,KS0390300,Region II,Midwest,KS,Kansas
15563,Kansas Alcoholic Beverage Control,Other State Agency,SHAWNEE,West North Central,39.041805,-95.755664,1.0,KS0890500,Region II,Midwest,KS,Kansas
15564,Blue Rapids Police Department,City,MARSHALL,West North Central,39.782709,-96.521243,0.0,KS0590200,Region II,Midwest,KS,Kansas
15565,Graham County Sheriff's Office,County,GRAHAM,West North Central,39.367893,-99.84189,0.0,KS0330000,Region II,Midwest,KS,Kansas
15566,Delphos Police Department,City,OTTAWA,West North Central,39.137963,-97.654802,1.0,KS0720100,Region II,Midwest,KS,Kansas
15567,Garden Plain Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0871300,Region II,Midwest,KS,Kansas
15568,Mayetta Police Department,City,JACKSON,West North Central,39.411145,-95.794485,0.0,KS0430400,Region II,Midwest,KS,Kansas
15569,Kansas City Police Department,City,WYANDOTTE,West North Central,39.11554,-94.6269,0.0,KS1050200,Region II,Midwest,KS,Kansas
15570,Comanche  County Sheriff's Office,County,COMANCHE,West North Central,37.189071,-99.254089,0.0,KS0170000,Region II,Midwest,KS,Kansas
15571,Iola Police Department,City,ALLEN,West North Central,37.884228,-95.300945,1.0,KS0010200,Region II,Midwest,KS,Kansas
15572,Valley Falls Police Department,City,JEFFERSON,West North Central,39.345028,-95.45757,1.0,KS0440200,Region II,Midwest,KS,Kansas
15573,Girard Police Department,City,CRAWFORD,West North Central,37.511604,-94.8417,1.0,KS0190300,Region II,Midwest,KS,Kansas
15574,Miami County Sheriff's Office,County,MIAMI,West North Central,38.57153,-94.878044,1.0,KS0610000,Region II,Midwest,KS,Kansas
15575,Leavenworth Police Department,City,LEAVENWORTH,West North Central,39.314144,-94.91131,1.0,KS0520100,Region II,Midwest,KS,Kansas
15576,Overbrook Police Department,City,OSAGE,West North Central,38.648409,-95.707596,0.0,KS0700500,Region II,Midwest,KS,Kansas
15577,Bentley Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0872500,Region II,Midwest,KS,Kansas
15578,Kingman Police Department,City,KINGMAN,West North Central,37.64223,-98.11175,1.0,KS0480100,Region II,Midwest,KS,Kansas
15579,Ellinwood Police Department,City,BARTON,West North Central,38.354626,-98.58336,1.0,KS0050100,Region II,Midwest,KS,Kansas
15580,Haysville Police Department,City,SEDGWICK,West North Central,37.56436,-97.353874,1.0,KS0870200,Region II,Midwest,KS,Kansas
15581,Anderson County Sheriff's Office,County,ANDERSON,West North Central,38.27986,-95.241455,1.0,KS0020000,Region II,Midwest,KS,Kansas
15582,Marquette Police Department,City,MCPHERSON,West North Central,38.395812,-97.647489,0.0,KS0570600,Region II,Midwest,KS,Kansas
15583,Florence Police Department,City,MARION,West North Central,38.242546,-96.92626,0.0,KS0580400,Region II,Midwest,KS,Kansas
15584,Seward County Sheriff's Office,County,SEWARD,West North Central,37.042725,-100.921,1.0,KS0880000,Region II,Midwest,KS,Kansas
15585,Wamego Police Department,City,POTTAWATOMIE,West North Central,39.382187,-96.337113,0.0,KS0750200,Region II,Midwest,KS,Kansas
15586,Jewell County Sheriff's Office,County,JEWELL,West North Central,39.787975,-98.209984,0.0,KS0450000,Region II,Midwest,KS,Kansas
15587,Rice County Sheriff's Office,County,RICE,West North Central,38.35154,-98.18535,1.0,KS0800000,Region II,Midwest,KS,Kansas
15588,Sac and Fox Tribal,Tribal,,West North Central,39.825931,-95.569905,0.0,KSDI05200,Region II,Midwest,KS,Kansas
15589,Bonner Springs Police Department,City,LEAVENWORTH; WYANDOTTE,West North Central,39.115384,-94.763087,0.0,KS1050100,Region II,Midwest,KS,Kansas
15590,Mission Police Department,City,JOHNSON,West North Central,39.01873,-94.65373,0.0,KS0460400,Region II,Midwest,KS,Kansas
15591,Mount Hope Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,0.0,KS0871400,Region II,Midwest,KS,Kansas
15592,Frankfort Police Department,City,MARSHALL,West North Central,39.701744,-96.418724,0.0,KS0590300,Region II,Midwest,KS,Kansas
15593,State Fire Marshal,Other State Agency,SHAWNEE,West North Central,39.050564,-95.67537,0.0,KS0890400,Region II,Midwest,KS,Kansas
15594,Minneapolis Police Department,City,OTTAWA,West North Central,39.122486,-97.70712,1.0,KS0720200,Region II,Midwest,KS,Kansas
15595,Lebo Police Department,City,COFFEY,West North Central,38.23645,-95.729137,0.0,KS0160300,Region II,Midwest,KS,Kansas
15596,Meade Police Department,City,MEADE,West North Central,37.243886,-100.360094,1.0,KS0600100,Region II,Midwest,KS,Kansas
15597,Coldwater Police Department,City,COMANCHE,West North Central,37.189071,-99.254089,0.0,KS0170100,Region II,Midwest,KS,Kansas
15598,Medicine Lodge Police Department,City,BARBER,West North Central,37.281826,-98.57957,1.0,KS0040200,Region II,Midwest,KS,Kansas
15599,Pawnee County Sheriff's Office,County,PAWNEE,West North Central,38.18168,-99.098625,1.0,KS0730000,Region II,Midwest,KS,Kansas
15600,Franklin County Sheriff's Office,County,FRANKLIN,West North Central,38.612923,-95.268555,1.0,KS0300000,Region II,Midwest,KS,Kansas
15601,Wilson County Sheriff's Office,County,WILSON,West North Central,37.558515,-95.745175,1.0,KS1030000,Region II,Midwest,KS,Kansas
15602,Arma Police Department,City,CRAWFORD,West North Central,37.505628,-94.853941,1.0,KS0190200,Region II,Midwest,KS,Kansas
15603,Meriden Police Department,City,JEFFERSON,West North Central,39.239644,-95.375314,0.0,KS0440300,Region II,Midwest,KS,Kansas
15604,Leavenworth County Sheriff's Office,County,LEAVENWORTH,West North Central,39.314144,-94.91131,1.0,KS0520000,Region II,Midwest,KS,Kansas
15605,Goessel Police Department,City,MARION,West North Central,38.359647,-97.102771,0.0,KS0580500,Region II,Midwest,KS,Kansas
15606,Independent School District: Kansas City,Other,WYANDOTTE,West North Central,,,1.0,KS1051200,Region II,Midwest,KS,Kansas
15607,Moran Police Department,City,ALLEN,West North Central,37.884228,-95.300945,1.0,KS0010300,Region II,Midwest,KS,Kansas
15608,Scranton Police Department,City,OSAGE,West North Central,38.648409,-95.707596,0.0,KS0700600,Region II,Midwest,KS,Kansas
15609,Wichita Police Department,City,SEDGWICK,West North Central,37.692635,-97.33823,1.0,KS0870300,Region II,Midwest,KS,Kansas
15610,Kingman County Sheriff's Office,County,KINGMAN,West North Central,37.64222,-98.11175,1.0,KS0480000,Region II,Midwest,KS,Kansas
15611,Barton County Sheriff's Office,County,BARTON,West North Central,38.36569,-98.76374,0.0,KS0050000,Region II,Midwest,KS,Kansas
15612,Udall Police Department,City,COWLEY,West North Central,37.234507,-96.837247,0.0,KS0180400,Region II,Midwest,KS,Kansas
15613,St. Marys Police Department,City,POTTAWATOMIE,West North Central,39.382187,-96.337113,1.0,KS0750100,Region II,Midwest,KS,Kansas
15614,Garnett Police Department,City,ANDERSON,West North Central,38.215114,-95.292046,1.0,KS0020100,Region II,Midwest,KS,Kansas
15615,Iowa Tribal,Tribal,,West North Central,39.98889,-95.3681,0.0,KSDI05100,Region II,Midwest,KS,Kansas
15616,Liberal Police Department,City,SEWARD,West North Central,37.180585,-100.854741,1.0,KS0880100,Region II,Midwest,KS,Kansas
15617,Quinter Police Department,City,GOVE,West North Central,38.917239,-100.48736,0.0,KS0320100,Region II,Midwest,KS,Kansas
15618,Bushton Police Department,City,RICE,West North Central,38.347178,-98.201415,0.0,KS0800300,Region II,Midwest,KS,Kansas
15619,Altamont Police Department,City,LABETTE,West North Central,37.191468,-95.297473,0.0,KS0500400,Region II,Midwest,KS,Kansas
15620,Protection Police Department,City,COMANCHE,West North Central,37.189071,-99.254089,0.0,KS0170200,Region II,Midwest,KS,Kansas
15621,Wyandotte County Sheriff's Office,County,WYANDOTTE,West North Central,39.064007,-94.81771,1.0,KS1050000,Region II,Midwest,KS,Kansas
15622,Merriam Police Department,City,JOHNSON,West North Central,39.017418,-94.69028,1.0,KS0460300,Region II,Midwest,KS,Kansas
15623,Blue Valley School District,Other,JOHNSON,West North Central,38.883907,-94.82233,0.0,KS0462600,Region II,Midwest,KS,Kansas
15624,Maize Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,1.0,KS0871500,Region II,Midwest,KS,Kansas
15625,Norton County Sheriff's Office,County,NORTON,West North Central,39.783867,-99.899235,1.0,KS0690000,Region II,Midwest,KS,Kansas
15626,Waterville Police Department,City,MARSHALL,West North Central,39.782709,-96.521243,0.0,KS0590400,Region II,Midwest,KS,Kansas
15627,Anthony Police Department,City,HARPER,West North Central,37.188184,-98.06659,1.0,KS0390100,Region II,Midwest,KS,Kansas
15628,Benton Police Department,City,BUTLER,West North Central,37.773649,-96.83884,1.0,KS0080800,Region II,Midwest,KS,Kansas
15629,Ellis County Sheriff's Office,County,ELLIS,West North Central,38.872814,-99.33015,1.0,KS0260000,Region II,Midwest,KS,Kansas
15630,Waverly Police Department,City,COFFEY,West North Central,38.23645,-95.729137,0.0,KS0160400,Region II,Midwest,KS,Kansas
15631,Kiowa Police Department,City,BARBER,West North Central,37.01696,-98.47919,0.0,KS0040100,Region II,Midwest,KS,Kansas
15632,Stevens County Sheriff's Office,County,STEVENS,West North Central,37.202356,-101.315796,0.0,KS0950000,Region II,Midwest,KS,Kansas
15633,Meade County Sheriff's Office,County,MEADE,West North Central,37.243886,-100.360094,0.0,KS0600000,Region II,Midwest,KS,Kansas
15634,Larned Police Department,City,PAWNEE,West North Central,38.182873,-99.232154,1.0,KS0730100,Region II,Midwest,KS,Kansas
15635,Ottawa Police Department,City,FRANKLIN,West North Central,38.615814,-95.27746,1.0,KS0300100,Region II,Midwest,KS,Kansas
15636,Fredonia Police Department,City,WILSON,West North Central,37.558515,-95.745175,0.0,KS1030100,Region II,Midwest,KS,Kansas
15637,Grandview Plaza Police Department,City,GEARY,West North Central,39.031353,-96.79678,1.0,KS0310200,Region II,Midwest,KS,Kansas
15638,Pittsburg Police Department,City,CRAWFORD,West North Central,37.505628,-94.853941,1.0,KS0190100,Region II,Midwest,KS,Kansas
